"걸린시간","외부코드","전철명명(영문)","전철역명","전철역코드","호선"
"4","P159","Osan College","오산대","1718","01호선"
"4","P160","Osan","오산","1719","01호선"
"4","P161","Jinwi","진위","1720","01호선"
"3","P162","Songtan","송탄","1721","01호선"
"5","P163","Seojeong-ri","서정리","1722","01호선"
"5","P164","PyeongtaekJije","평택지제","1723","01호선"
"8","P165","Pyeongtaek","평택","1724","01호선"
"5","P166","Seonghwan","성환","1725","01호선"
"5","P167","Jiksan","직산","1726","01호선"
"4","P168","Dujeong","두정","1727","01호선"
"71","P169","Cheonan","천안","1728","01호선"
"39","P151","Dangjeong","당정","1729","01호선"
"83","P157-1","Seodongtan","서동탄","1749","01호선"
"23","P144-1","Gwangmyeong","광명","1750","01호선"
"3","143","Gaebong","개봉","1801","01호선"
"5","144","Oryu-dong","오류동","1802","01호선"
"5","146","Yeokgok","역곡","1803","01호선"
"5","148","Bucheon","부천","1804","01호선"
"5","150","Songnae","송내","1805","01호선"
"3","152","Bupyeong","부평","1806","01호선"
"3","153","Baegun","백운","1807","01호선"
"5","154","Dongam","동암","1808","01호선"
"4","156","Juan","주안","1809","01호선"
"5","158","Jemulpo","제물포","1810","01호선"
"4","160","Dongincheon","동인천","1811","01호선"
"45","161","Incheon","인천","1812","01호선"
"12","142","Guil","구일","1813","01호선"
"9","147","Sosa","소사","1814","01호선"
"10","151","Bugae","부개","1815","01호선"
"9","155","Ganseok","간석","1816","01호선"
"32","159","Dowon","도원","1817","01호선"
"9","145","Onsu","온수","1821","01호선"
"18","149","Jung-dong","중동","1822","01호선"
"95","157","Dohwa","도화","1823","01호선"
"2","115","Banghak","방학","1901","01호선"
"2","114","Dobong","도봉","1902","01호선"
"3","113","Dobongsan","도봉산","1903","01호선"
"2","112","Mangwolsa","망월사","1904","01호선"
"3","111","Hoeryong","회룡","1905","01호선"
"3","110","Uijeongbu","의정부","1906","01호선"
"2","109","Ganeung","가능","1907","01호선"
"3","108","Nogyang","녹양","1908","01호선"
"6","107","Yangju","양주","1909","01호선"
"4","106","Deokgye","덕계","1910","01호선"
"6","105","Deokjeong","덕정","1911","01호선"
"2","104","Jihaeng","지행","1912","01호선"
"3","103","Dongducheon jungang","동두천중앙","1913","01호선"
"3","102","Bosan","보산","1914","01호선"
"4","101","Dongducheon","동두천","1915","01호선"
"3","I110","Gyeyang","계양","3110","인천선"
"3","I111","Gyulhyeon","귤현","3111","인천선"
"2","I112","Bakchon","박촌","3112","인천선"
"2","I113","Imhak","임학","3113","인천선"
"3","I114","Gyesan","계산","3114","인천선"
"2","I115","Gyeong-in Nat`l Univ. of Education","경인교대입구","3115","인천선"
"2","I116","Jakjeon","작전","3116","인천선"
"2","I117","Galsan","갈산","3117","인천선"
"2","I118","Bupyeong-gu Office","부평구청","3118","인천선"
"2","I119","Bupyeong Market","부평시장","3119","인천선"
"2","I120","Bupyeong","부평","3120","인천선"
"2","I121","Dongsu","동수","3121","인천선"
"2","I122","Bupyeongsamgeori","부평삼거리","3122","인천선"
"3","I123","Ganseogogeori","간석오거리","3123","인천선"
"2","I124","Incheon City Hall","인천시청","3124","인천선"
"2","I125","Arts Center","예술회관","3125","인천선"
"2","I126","Incheon Bus Terminal","인천터미널","3126","인천선"
"2","I127","Munhak Sports Complex","문학경기장","3127","인천선"
"2","I128","Seonhak","선학","3128","인천선"
"2","I129","Sinyeonsu","신연수","3129","인천선"
"2","I130","Woninjae","원인재","3130","인천선"
"2","I131","Dongchun","동춘","3131","인천선"
"3","I132","Dongmak","동막","3132","인천선"
"2","I133","Campus Town","캠퍼스타운","3133","인천선"
"3","I134","Technopark","테크노파크","3134","인천선"
"2","I135","BIT Zone","지식정보단지","3135","인천선"
"2","I136","Incheon Nat'l Univ.","인천대입구","3136","인천선"
"1","I137","Central Park","센트럴파크","3137","인천선"
"2","I138","Intl. Business District","국제업무지구","3138","인천선"
"4","319","Jichuk","지축","0309","03호선"
"3","320","Gupabal","구파발","0310","03호선"
"2","321","Yeonsinnae","연신내","0311","03호선"
"2","322","Bulgwang","불광","0312","03호선"
"3","323","Nokbeon","녹번","0313","03호선"
"2","324","Hongje","홍제","0314","03호선"
"2","325","Muakjae","무악재","0315","03호선"
"3","326","Dongnimmun","독립문","0316","03호선"
"2","327","Gyeongbokgung","경복궁","0317","03호선"
"2","328","Anguk","안국","0318","03호선"
"2","329","Jongno 3(sam)-ga","종로3가","0319","03호선"
"2","330","Euljiro 3(sam)-ga","을지로3가","0320","03호선"
"2","331","Chungmuro","충무로","0321","03호선"
"2","332","Dongguk Univ.","동대입구","0322","03호선"
"2","333","Yaksu","약수","0323","03호선"
"2","334","Geumho","금호","0324","03호선"
"3","335","Oksu","옥수","0325","03호선"
"3","336","Apgujeong","압구정","0326","03호선"
"2","337","Sinsa","신사","0327","03호선"
"2","338","Jamwon","잠원","0328","03호선"
"3","339","Express Bus Terminal","고속터미널","0329","03호선"
"2","340","Seoul Nat`l Univ. of Education","교대","0330","03호선"
"3","341","Nambu Bus Terminal","남부터미널","0331","03호선"
"3","342","Yangjae","양재","0332","03호선"
"2","343","Maebong","매봉","0333","03호선"
"2","344","Dogok","도곡","0334","03호선"
"2","345","Daechi","대치","0335","03호선"
"2","346","Hangnyeoul","학여울","0336","03호선"
"2","347","Daecheong","대청","0337","03호선"
"3","348","Irwon","일원","0338","03호선"
"2","349","Suseo","수서","0339","03호선"
"2","350","Garak Market","가락시장","0340","03호선"
"2","351","National Police Hospital","경찰병원","0341","03호선"
"74","352","Ogeum","오금","0342","03호선"
"3","317","Wonheung","원흥","1948","03호선"
"7","318","Samsong","삼송","1950","03호선"
"4","316","Wondang","원당","1951","03호선"
"3","315","Hwajeong","화정","1952","03호선"
"4","314","Daegok","대곡","1953","03호선"
"3","313","Baekseok","백석","1954","03호선"
"2","312","Madu","마두","1955","03호선"
"3","311","Jeongbalsan","정발산","1956","03호선"
"3","310","Juyeop","주엽","1957","03호선"
"35","234-4","Kkachisan","까치산","0200","02호선"
"2","201","City Hall","시청","0201","02호선"
"2","202","Euljiro 1(il)-ga","을지로입구","0202","02호선"
"2","203","Euljiro 3(sam)-ga","을지로3가","0203","02호선"
"2","204","Euljiro 4(sa)-ga","을지로4가","0204","02호선"
"2","205","Dongdaemun History  Culture Park","동대문역사문화공원","0205","02호선"
"2","206","Sindang","신당","0206","02호선"
"2","207","Sangwangsimni","상왕십리","0207","02호선"
"2","208","Wangsimni","왕십리","0208","02호선"
"2","209","Hanyang Univ.","한양대","0209","02호선"
"2","210","Ttukseom","뚝섬","0210","02호선"
"3","211","Seongsu","성수","0211","02호선"
"3","212","Konkuk Univ.","건대입구","0212","02호선"
"2","213","Guui","구의","0213","02호선"
"3","214","Gangbyeon","강변","0214","02호선"
"2","215","Jamsillaru","잠실나루","0215","02호선"
"2","216","Jamsil","잠실","0216","02호선"
"2","217","Jamsilsaenae","잠실새내","0217","02호선"
"2","218","Sports Complex","종합운동장","0218","02호선"
"2","219","Samseong","삼성","0219","02호선"
"3","220","Seolleung","선릉","0220","02호선"
"2","221","Yeoksam","역삼","0221","02호선"
"2","222","Gangnam","강남","0222","02호선"
"2","223","Seoul Nat`l Univ. of Education","교대","0223","02호선"
"3","224","Seocho","서초","0224","02호선"
"3","225","Bangbae","방배","0225","02호선"
"3","226","Sadang","사당","0226","02호선"
"2","227","Nakseongdae","낙성대","0227","02호선"
"2","228","Seoul Nat`l Univ.","서울대입구","0228","02호선"
"2","229","Bongcheon","봉천","0229","02호선"
"3","230","Sillim","신림","0230","02호선"
"2","231","Sindaebang","신대방","0231","02호선"
"2","232","Guro Digital Complex","구로디지털단지","0232","02호선"
"3","233","Daerim","대림","0233","02호선"
"3","234","Sindorim","신도림","0234","02호선"
"2","235","Mullae","문래","0235","02호선"
"2","236","Yeongdeungpo-gu Office","영등포구청","0236","02호선"
"3","237","Dangsan","당산","0237","02호선"
"2","238","Hapjeong","합정","0238","02호선"
"3","239","Hongik Univ.","홍대입구","0239","02호선"
"2","240","Sinchon","신촌","0240","02호선"
"2","241","Ewha Womans Univ.","이대","0241","02호선"
"2","242","Ahyeon","아현","0242","02호선"
"34","243","Chungjeongno","충정로","0243","02호선"
"2","211-1","Yongdap","용답","0244","02호선"
"4","211-2","Sindap","신답","0245","02호선"
"46","211-4","Sinseol-dong","신설동","0246","02호선"
"3","234-1","Dorimcheon","도림천","0247","02호선"
"4","234-2","Yangcheon-gu Office","양천구청","0248","02호선"
"61","234-3","Sinjeongnegeori","신정네거리","0249","02호선"
"2","510","Banghwa","방화","2511","05호선"
"2","511","Gaehwasan","개화산","2512","05호선"
"2","512","Gimpo Intl. Airport","김포공항","2513","05호선"
"2","513","Songjeong","송정","2514","05호선"
"2","514","Magok","마곡","2515","05호선"
"2","515","Balsan","발산","2516","05호선"
"2","516","Ujangsan","우장산","2517","05호선"
"2","517","Hwagok","화곡","2518","05호선"
"2","518","Kkachisan","까치산","2519","05호선"
"2","519","Sinjeong","신정","2520","05호선"
"2","520","Mok-dong","목동","2521","05호선"
"2","521","Omokgyo","오목교","2522","05호선"
"2","522","Yangpyeong","양평","2523","05호선"
"2","523","Yeongdeungpo-gu Office","영등포구청","2524","05호선"
"2","524","Yeongdeungpo Market","영등포시장","2525","05호선"
"2","525","Singil","신길","2526","05호선"
"2","526","Yeouido","여의도","2527","05호선"
"3","527","Yeouinaru","여의나루","2528","05호선"
"2","528","Mapo","마포","2529","05호선"
"2","529","Gongdeok","공덕","2530","05호선"
"2","530","Aeogae","애오개","2531","05호선"
"2","531","Chungjeongno","충정로","2532","05호선"
"2","532","Seodaemun","서대문","2533","05호선"
"2","533","Gwanghwamun","광화문","2534","05호선"
"2","534","Jongno 3(sam)-ga","종로3가","2535","05호선"
"2","535","Euljiro 4(sa)-ga","을지로4가","2536","05호선"
"2","536","Dongdaemun History  Culture Park","동대문역사문화공원","2537","05호선"
"2","5371","Cheonggu","청구","2538","05호선"
"2","538","Singeumho","신금호","2539","05호선"
"2","539","Haengdang","행당","2540","05호선"
"2","540","Wangsimni","왕십리","2541","05호선"
"2","541","Majang","마장","2542","05호선"
"2","542","Dapsimni","답십리","2543","05호선"
"2","543","Janghanpyeong","장한평","2544","05호선"
"2","544","Gunja","군자","2545","05호선"
"2","545","Achasan","아차산","2546","05호선"
"3","546","Gwangnaru","광나루","2547","05호선"
"2","547","Cheonho","천호","2548","05호선"
"2","548","Gangdong","강동","2549","05호선"
"2","549","Gil-dong","길동","2550","05호선"
"2","550","Gubeundari","굽은다리","2551","05호선"
"2","551","Myeongil","명일","2552","05호선"
"2","552","Godeok","고덕","2553","05호선"
"20","553","Sangil-dong","상일동","2554","05호선"
"2","P549","Dunchon-dong","둔촌동","2555","05호선"
"2","P550","Olympic Park","올림픽공원","2556","05호선"
"2","P551","Bangi","방이","2557","05호선"
"2","P552","Ogeum","오금","2558","05호선"
"2","P553","Gaerong","개롱","2559","05호선"
"2","P554","Geoyeo","거여","2560","05호선"
"33","P555","Macheon","마천","2561","05호선"
"2","554","Gangil","강일","2562","05호선"
"3","555","Misa","미사","2563","05호선"
"2","556","Hanam Pungsan","하남풍산","2564","05호선"
"3","557","Hanam City Hall","하남시청","2565","05호선"
"2","409","Danggogae","당고개","0409","04호선"
"2","410","Sanggye","상계","0410","04호선"
"3","411","Nowon","노원","0411","04호선"
"2","412","Chang-dong","창동","0412","04호선"
"3","413","Ssangmun","쌍문","0413","04호선"
"2","414","Suyu","수유","0414","04호선"
"3","415","Mia","미아","0415","04호선"
"2","416","Miasamgeori","미아사거리","0416","04호선"
"3","417","Gireum","길음","0417","04호선"
"2","418","Sungshin Women`s Univ.","성신여대입구","0418","04호선"
"2","419","Hansung Univ.","한성대입구","0419","04호선"
"3","420","Hyehwa","혜화","0420","04호선"
"2","421","Dongdaemun","동대문","0421","04호선"
"3","422","Dongdaemun History  Culture Park","동대문역사문화공원","0422","04호선"
"2","423","Chungmuro","충무로","0423","04호선"
"2","424","Myeong-dong","명동","0424","04호선"
"2","425","Hoehyeon","회현","0425","04호선"
"2","426","Seoul Station","서울역","0426","04호선"
"2","427","Sookmyung Women`s Univ.","숙대입구","0427","04호선"
"2","428","Samgakji","삼각지","0428","04호선"
"2","429","Sinyongsan","신용산","0429","04호선"
"4","430","Ichon","이촌","0430","04호선"
"3","431","Dongjak","동작","0431","04호선"
"2","432","Chongshin Univ.","총신대입구","0432","04호선"
"2","433","Sadang","사당","0433","04호선"
"3","434","Namtaeryeong","남태령","0434","04호선"
"2","435","Seonbawi","선바위","1450","04호선"
"2","436","Seoul Racecourse Park","경마공원","1451","04호선"
"2","437","Seoul Grand Park","대공원","1452","04호선"
"2","438","Gwacheon","과천","1453","04호선"
"4","439","Government Complex Gwacheon","정부과천청사","1454","04호선"
"3","440","Indeogwon","인덕원","1455","04호선"
"2","441","Pyeongchon","평촌","1456","04호선"
"4","442","Beomgye","범계","1457","04호선"
"4","443","Geumjeong","금정","1458","04호선"
"5","444","Sanbon","산본","1751","04호선"
"3","446","Daeyami","대야미","1752","04호선"
"4","447","Banwol","반월","1753","04호선"
"2","448","Sangnoksu","상록수","1754","04호선"
"2","449","Hanyang Univ. at Ansan","한대앞","1755","04호선"
"2","450","Jungang","중앙","1756","04호선"
"3","451","Gojan","고잔","1757","04호선"
"3","452","Choji","초지","1758","04호선"
"3","453","Ansan","안산","1759","04호선"
"4","454","Neunggil","신길온천","1760","04호선"
"3","455","Jeongwang","정왕","1761","04호선"
"30","456","Oido","오이도","1762","04호선"
"5","709","Jangam","장암","2711","07호선"
"3","710","Dobongsan","도봉산","2712","07호선"
"3","711","Suraksan","수락산","2713","07호선"
"2","712","Madeul","마들","2714","07호선"
"2","713","Nowon","노원","2715","07호선"
"2","714","Junggye","중계","2716","07호선"
"2","7151","Hagye","하계","2717","07호선"
"2","716","Gongneung","공릉","2718","07호선"
"2","717","Taereung","태릉입구","2719","07호선"
"2","718","Meokgol","먹골","2720","07호선"
"2","719","Junghwa","중화","2721","07호선"
"2","720","Sangbong","상봉","2722","07호선"
"2","721","Myeonmok","면목","2723","07호선"
"2","722","Sagajeong","사가정","2724","07호선"
"2","723","Yongmasan","용마산","2725","07호선"
"2","724","Junggok","중곡","2726","07호선"
"2","725","Gunja","군자","2727","07호선"
"2","726","Children`s  Grand Park","어린이대공원","2728","07호선"
"2","727","Konkuk Univ.","건대입구","2729","07호선"
"3","728","Ttukseom Park","뚝섬유원지","2730","07호선"
"2","729","Cheongdam","청담","2731","07호선"
"2","730","Gangnam-gu Office","강남구청","2732","07호선"
"2","731","Hak-dong","학동","2733","07호선"
"2","732","Nonhyeon","논현","2734","07호선"
"2","733","Banpo","반포","2735","07호선"
"3","734","Express Bus Terminal","고속터미널","2736","07호선"
"2","735","Naebang","내방","2737","07호선"
"2","736","Isu","이수","2738","07호선"
"3","737","Namseong","남성","2739","07호선"
"2","738","Soongsil Univ.","숭실대입구","2740","07호선"
"2","739","Sangdo","상도","2741","07호선"
"2","740","Jangseungbaegi","장승배기","2742","07호선"
"2","741","Sindaebangsamgeori","신대방삼거리","2743","07호선"
"2","742","Boramae","보라매","2744","07호선"
"3","743","Sinpung","신풍","2745","07호선"
"2","744","Daerim","대림","2746","07호선"
"2","745","Namguro","남구로","2747","07호선"
"3","746","Gasan Digital Complex","가산디지털단지","2748","07호선"
"2","747","Cheolsan","철산","2749","07호선"
"3","748","Gwangmyeongsageori","광명사거리","2750","07호선"
"3","749","Cheonwang","천왕","2751","07호선"
"3","750","Onsu","온수","2752","07호선"
"2","751","Kkachiul","까치울","2753","07호선"
"2","752","Bucheon Stadium","부천종합운동장","2754","07호선"
"2","753","Chunui","춘의","2755","07호선"
"2","754","Sinjung-dong","신중동","2756","07호선"
"2","755","Bucheon City Hall","부천시청","2757","07호선"
"2","756","Sang-dong","상동","2758","07호선"
"2","757","Samsan Gymnasium","삼산체육관","2759","07호선"
"2","758","Gulpocheon","굴포천","2760","07호선"
"2","759","Bupyeong-gu Office","부평구청","2761","07호선"
"3","760","Sangok","산곡","3762","07호선"
"2","610","Eungam","응암","2611","06호선"
"2","611","Yeokchon","역촌","2612","06호선"
"2","612","Bulgwang","불광","2613","06호선"
"3","613","Dokbawi","독바위","2614","06호선"
"2","614","Yeonsinnae","연신내","2615","06호선"
"4","615","Gusan","구산","2616","06호선"
"2","616","Saejeol","새절","2617","06호선"
"2","617","Jeungsan","증산","2618","06호선"
"2","618","Digital Media City","디지털미디어시티","2619","06호선"
"2","619","World Cup Stadium","월드컵경기장","2620","06호선"
"2","620","Mapo-gu Office","마포구청","2621","06호선"
"2","621","Mangwon","망원","2622","06호선"
"2","622","Hapjeong","합정","2623","06호선"
"2","623","Sangsu","상수","2624","06호선"
"2","624","Gwangheungchang","광흥창","2625","06호선"
"2","625","Daeheung","대흥","2626","06호선"
"2","626","Gongdeok","공덕","2627","06호선"
"2","627","Hyochang park","효창공원앞","2628","06호선"
"2","628","Samgakji","삼각지","2629","06호선"
"2","629","Noksapyeong","녹사평","2630","06호선"
"2","630","Itaewon","이태원","2631","06호선"
"2","631","Hangangjin","한강진","2632","06호선"
"2","632","Beotigogae","버티고개","2633","06호선"
"2","633","Yaksu","약수","2634","06호선"
"2","634","Cheonggu","청구","2635","06호선"
"2","635","Sindang","신당","2636","06호선"
"2","636","Dongmyo","동묘앞","2637","06호선"
"2","637","Changsin","창신","2638","06호선"
"2","638","Bomun","보문","2639","06호선"
"2","639","Anam","안암","2640","06호선"
"2","640","Korea Univ.","고려대","2641","06호선"
"2","641","Wolgok","월곡","2642","06호선"
"2","642","Sangwolgok","상월곡","2643","06호선"
"2","643","Dolgoji","돌곶이","2644","06호선"
"2","644","Seokgye","석계","2645","06호선"
"2","645","Taereung","태릉입구","2646","06호선"
"2","646","Hwarangdae","화랑대","2647","06호선"
"5","647","Bonghwasan","봉화산","2648","06호선"
